system:time_start,undefined
"Apr 1, 2001",38.385
"Apr 1, 2002",39.792
"Apr 1, 2003",37.333
"Apr 1, 2004",37.357
"Apr 1, 2005",38.12
"Apr 1, 2006",37.442
"Apr 1, 2007",40.451
"Apr 1, 2008",36.167
"Apr 1, 2009",39.342
"Apr 1, 2010",37.063
"Apr 1, 2011",37.858
"Apr 1, 2012",39.298
"Apr 1, 2013",39.751
"Apr 1, 2014",39.157
"Apr 1, 2015",36.109
"Apr 1, 2016",41.427
"Apr 1, 2017",37.049
"Apr 1, 2018",36.882
"Apr 1, 2019",39.989
"Apr 1, 2020",39.147
"Apr 1, 2021",37.206
"Apr 1, 2022",35.106
