system:time_start,undefined
"Mar 1, 2001",36.87
"Mar 1, 2002",38.461
"Mar 1, 2003",34.345
"Mar 1, 2004",36.771
"Mar 1, 2005",40.756
"Mar 1, 2006",38.738
"Mar 1, 2007",39.39
"Mar 1, 2008",38.846
"Mar 1, 2009",40.564
"Mar 1, 2010",34.945
"Mar 1, 2011",36.866
"Mar 1, 2012",40.243
"Mar 1, 2013",36.502
"Mar 1, 2014",41.135
"Mar 1, 2015",31.796
"Mar 1, 2016",41.603
"Mar 1, 2017",37.824
"Mar 1, 2018",39.426
"Mar 1, 2019",40.532
"Mar 1, 2020",39.307
"Mar 1, 2021",37.551
"Mar 1, 2022",35.186
