system:time_start,undefined
"May 1, 2001",36.387
"May 1, 2002",37.292
"May 1, 2003",37.262
"May 1, 2004",33.469
"May 1, 2005",38.225
"May 1, 2006",35.276
"May 1, 2007",38.03
"May 1, 2008",37.065
"May 1, 2009",36.381
"May 1, 2010",33.852
"May 1, 2011",35.368
"May 1, 2012",33.817
"May 1, 2013",33.836
"May 1, 2014",34.808
"May 1, 2015",32.934
"May 1, 2016",38.005
"May 1, 2017",37.108
"May 1, 2018",33.74
"May 1, 2019",35.055
"May 1, 2020",35.382
"May 1, 2021",34.291
"May 1, 2022",31.082
