system:time_start,undefined
"Jun 1, 2001",35.242
"Jun 1, 2002",37.153
"Jun 1, 2003",35.498
"Jun 1, 2004",27.871
"Jun 1, 2005",30.877
"Jun 1, 2006",32.97
"Jun 1, 2007",37.922
"Jun 1, 2008",32.871
"Jun 1, 2009",34.11
"Jun 1, 2010",29.58
"Jun 1, 2011",30.012
"Jun 1, 2012",33.054
"Jun 1, 2013",31.425
"Jun 1, 2014",30.902
"Jun 1, 2015",28.822
"Jun 1, 2016",33.054
"Jun 1, 2017",32.198
"Jun 1, 2018",31.752
"Jun 1, 2019",33.995
"Jun 1, 2020",32
"Jun 1, 2021",32.222
"Jun 1, 2022",30.134
