system:time_start,undefined
"Feb 1, 2001",36.4
"Feb 1, 2002",36.675
"Feb 1, 2003",37.125
"Feb 1, 2004",36.205
"Feb 1, 2005",36.193
"Feb 1, 2006",35.703
"Feb 1, 2007",36.069
"Feb 1, 2008",35.207
"Feb 1, 2009",36.948
"Feb 1, 2010",36.431
"Feb 1, 2011",34.138
"Feb 1, 2012",35.703
"Feb 1, 2013",35.97
"Feb 1, 2014",35.188
"Feb 1, 2015",35.421
"Feb 1, 2016",33.383
"Feb 1, 2017",36.26
"Feb 1, 2018",35.65
"Feb 1, 2019",35.247
"Feb 1, 2020",34.51
"Feb 1, 2021",33.082
"Feb 1, 2022",32.958
